,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
616,2019,117341.915064354,NY.GDP.PCAP.PP.CD,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
617,2020,117846.13649183,NY.GDP.PCAP.PP.CD,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
618,2015,116298.72955162,NY.GDP.PCAP.PP.CD,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
619,2016,114893.015331393,NY.GDP.PCAP.PP.CD,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
620,2017,126144.104058125,NY.GDP.PCAP.PP.CD,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
621,2018,135535.962466746,NY.GDP.PCAP.PP.CD,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
622,2019,132644.034250252,NY.GDP.PCAP.PP.CD,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
623,2020,60890.5490558431,NY.GDP.PCAP.PP.CD,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
624,2015,1546.8372202746,NY.GDP.PCAP.PP.CD,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
625,2016,1606.6674053859,NY.GDP.PCAP.PP.CD,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
626,2017,1584.4245185922,NY.GDP.PCAP.PP.CD,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
627,2018,1630.088139403,NY.GDP.PCAP.PP.CD,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
628,2019,1686.8420638058,NY.GDP.PCAP.PP.CD,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
629,2020,1543.9529380183,NY.GDP.PCAP.PP.CD,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
630,2015,1445.7351122681,NY.GDP.PCAP.PP.CD,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
631,2016,1454.3589410421,NY.GDP.PCAP.PP.CD,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
632,2017,1472.146868477,NY.GDP.PCAP.PP.CD,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
633,2018,1532.4893124326,NY.GDP.PCAP.PP.CD,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
634,2019,1602.0155902244,NY.GDP.PCAP.PP.CD,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
635,2020,1591.4755910705,NY.GDP.PCAP.PP.CD,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
636,2015,24801.8884320151,NY.GDP.PCAP.PP.CD,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
637,2016,25546.1295181653,NY.GDP.PCAP.PP.CD,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
638,2017,26661.5074160333,NY.GDP.PCAP.PP.CD,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
639,2018,28236.2071895568,NY.GDP.PCAP.PP.CD,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
640,2019,29620.9786550876,NY.GDP.PCAP.PP.CD,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
641,2020,27921.4109533867,NY.GDP.PCAP.PP.CD,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
642,2015,16768.7341787765,NY.GDP.PCAP.PP.CD,MDV,Maldives,South Asia,Upper middle income,IDA
643,2016,17411.3472516639,NY.GDP.PCAP.PP.CD,MDV,Maldives,South Asia,Upper middle income,IDA
644,2017,18057.9109233313,NY.GDP.PCAP.PP.CD,MDV,Maldives,South Asia,Upper middle income,IDA
645,2018,19242.8317253968,NY.GDP.PCAP.PP.CD,MDV,Maldives,South Asia,Upper middle income,IDA
646,2019,20333.9241518872,NY.GDP.PCAP.PP.CD,MDV,Maldives,South Asia,Upper middle income,IDA
647,2020,13442.3861472741,NY.GDP.PCAP.PP.CD,MDV,Maldives,South Asia,Upper middle income,IDA
648,2015,2032.6558718801,NY.GDP.PCAP.PP.CD,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
649,2016,2189.0066217116,NY.GDP.PCAP.PP.CD,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
650,2017,2246.7974208448,NY.GDP.PCAP.PP.CD,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
651,2018,2338.260312264,NY.GDP.PCAP.PP.CD,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
652,2019,2419.6886887307,NY.GDP.PCAP.PP.CD,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
653,2020,2347.7966744097,NY.GDP.PCAP.PP.CD,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
654,2015,37455.20487447,NY.GDP.PCAP.PP.CD,MLT,Malta,Middle East & North Africa,High income,Not classified
655,2016,39705.8987211412,NY.GDP.PCAP.PP.CD,MLT,Malta,Middle East & North Africa,High income,Not classified
656,2017,43559.3161796569,NY.GDP.PCAP.PP.CD,MLT,Malta,Middle East & North Africa,High income,Not classified
657,2018,45568.7232072745,NY.GDP.PCAP.PP.CD,MLT,Malta,Middle East & North Africa,High income,Not classified
658,2019,47407.8807867595,NY.GDP.PCAP.PP.CD,MLT,Malta,Middle East & North Africa,High income,Not classified
659,2020,43243.1726484364,NY.GDP.PCAP.PP.CD,MLT,Malta,Middle East & North Africa,High income,Not classified
660,2015,3483.9227119746,NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
661,2016,3547.8206843918,NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
662,2017,3711.4460903728,NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
663,2018,3911.7672897496,NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
664,2019,4218.9366393711,NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
665,2020,4147.0972451873,NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
666,2015,4200.152563267,NY.GDP.PCAP.PP.CD,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
667,2016,4700.1062623827,NY.GDP.PCAP.PP.CD,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
668,2017,5108.5491322044,NY.GDP.PCAP.PP.CD,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
669,2018,5317.4642936397,NY.GDP.PCAP.PP.CD,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
670,2019,5569.5391631676,NY.GDP.PCAP.PP.CD,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
671,2020,5389.6464884458,NY.GDP.PCAP.PP.CD,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
672,2015,19229.8354887211,NY.GDP.PCAP.PP.CD,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
673,2016,20701.2189720364,NY.GDP.PCAP.PP.CD,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
674,2017,21415.1161096211,NY.GDP.PCAP.PP.CD,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
675,2018,22738.6929559433,NY.GDP.PCAP.PP.CD,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
676,2019,23834.9650016217,NY.GDP.PCAP.PP.CD,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
677,2020,20528.8336499786,NY.GDP.PCAP.PP.CD,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
678,2015,18301.5004690469,NY.GDP.PCAP.PP.CD,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
679,2016,19323.6658689896,NY.GDP.PCAP.PP.CD,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
680,2017,19721.2609759241,NY.GDP.PCAP.PP.CD,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
681,2018,20096.1566534339,NY.GDP.PCAP.PP.CD,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
682,2019,19862.5631976218,NY.GDP.PCAP.PP.CD,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
683,2020,18670.8104030112,NY.GDP.PCAP.PP.CD,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
684,2015,3350.093289529,NY.GDP.PCAP.PP.CD,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
685,2016,3372.9598287009,NY.GDP.PCAP.PP.CD,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
686,2017,3489.7075942914,NY.GDP.PCAP.PP.CD,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
687,2018,3543.1611716368,NY.GDP.PCAP.PP.CD,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
688,2019,3611.3639494407,NY.GDP.PCAP.PP.CD,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
689,2020,3552.5960366764,NY.GDP.PCAP.PP.CD,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
690,2015,9254.8486326322,NY.GDP.PCAP.PP.CD,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
691,2016,10610.4778174971,NY.GDP.PCAP.PP.CD,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
692,2017,11651.3174467707,NY.GDP.PCAP.PP.CD,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
693,2018,12658.5037557636,NY.GDP.PCAP.PP.CD,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
694,2019,13576.2947361716,NY.GDP.PCAP.PP.CD,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
695,2020,12941.8927818422,NY.GDP.PCAP.PP.CD,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
696,2015,10648.2739820507,NY.GDP.PCAP.PP.CD,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
697,2016,10737.4861306932,NY.GDP.PCAP.PP.CD,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
698,2017,11366.3039371032,NY.GDP.PCAP.PP.CD,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
699,2018,12316.0010702258,NY.GDP.PCAP.PP.CD,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
700,2019,13013.047241843,NY.GDP.PCAP.PP.CD,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
701,2020,12365.9384827552,NY.GDP.PCAP.PP.CD,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
702,2015,16332.8483105714,NY.GDP.PCAP.PP.CD,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
703,2016,18199.3830289122,NY.GDP.PCAP.PP.CD,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
704,2017,19682.2651956681,NY.GDP.PCAP.PP.CD,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
705,2018,21513.2997530468,NY.GDP.PCAP.PP.CD,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
706,2019,23072.5827371011,NY.GDP.PCAP.PP.CD,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
707,2020,19989.6536652962,NY.GDP.PCAP.PP.CD,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
708,2015,7024.962890625,NY.GDP.PCAP.PP.CD,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
709,2016,7113.0043945312,NY.GDP.PCAP.PP.CD,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
710,2017,7312.056640625,NY.GDP.PCAP.PP.CD,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
711,2018,7624.8442382812,NY.GDP.PCAP.PP.CD,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
712,2019,7865.2622070312,NY.GDP.PCAP.PP.CD,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
713,2020,7368.8916015625,NY.GDP.PCAP.PP.CD,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
714,2015,1291.2680336815,NY.GDP.PCAP.PP.CD,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
715,2016,1363.6749532014,NY.GDP.PCAP.PP.CD,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
716,2017,1283.6598698099,NY.GDP.PCAP.PP.CD,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
717,2018,1320.5478802946,NY.GDP.PCAP.PP.CD,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
718,2019,1335.8770136586,NY.GDP.PCAP.PP.CD,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
719,2020,1297.2987162224,NY.GDP.PCAP.PP.CD,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
720,2015,4105.4433769866,NY.GDP.PCAP.PP.CD,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
721,2016,4031.1797361404,NY.GDP.PCAP.PP.CD,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
722,2017,4224.5450306141,NY.GDP.PCAP.PP.CD,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
723,2018,4574.596177851,NY.GDP.PCAP.PP.CD,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
724,2019,4939.7479746147,NY.GDP.PCAP.PP.CD,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
725,2020,5123.4077086044,NY.GDP.PCAP.PP.CD,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
726,2015,10633.294417575,NY.GDP.PCAP.PP.CD,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
727,2016,10427.1217565842,NY.GDP.PCAP.PP.CD,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
728,2017,10171.4214953612,NY.GDP.PCAP.PP.CD,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
729,2018,10328.4475329955,NY.GDP.PCAP.PP.CD,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
730,2019,10223.2125267306,NY.GDP.PCAP.PP.CD,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
731,2020,9358.5371675686,NY.GDP.PCAP.PP.CD,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
732,2015,13165.9920384913,NY.GDP.PCAP.PP.CD,NRU,Nauru,East Asia & Pacific,High income,IBRD
733,2016,13641.3771078102,NY.GDP.PCAP.PP.CD,NRU,Nauru,East Asia & Pacific,High income,IBRD
734,2017,12973.8201784052,NY.GDP.PCAP.PP.CD,NRU,Nauru,East Asia & Pacific,High income,IBRD
735,2018,13960.4433239947,NY.GDP.PCAP.PP.CD,NRU,Nauru,East Asia & Pacific,High income,IBRD
736,2019,14096.6225485556,NY.GDP.PCAP.PP.CD,NRU,Nauru,East Asia & Pacific,High income,IBRD
737,2020,14337.2654088139,NY.GDP.PCAP.PP.CD,NRU,Nauru,East Asia & Pacific,High income,IBRD
738,2015,2996.220461927,NY.GDP.PCAP.PP.CD,NPL,Nepal,South Asia,Lower middle income,IDA
739,2016,2989.6750064027,NY.GDP.PCAP.PP.CD,NPL,Nepal,South Asia,Lower middle income,IDA
740,2017,3565.1978074109,NY.GDP.PCAP.PP.CD,NPL,Nepal,South Asia,Lower middle income,IDA
741,2018,3863.8704020511,NY.GDP.PCAP.PP.CD,NPL,Nepal,South Asia,Lower middle income,IDA
742,2019,4119.5849794961,NY.GDP.PCAP.PP.CD,NPL,Nepal,South Asia,Lower middle income,IDA
743,2020,3996.6654700556,NY.GDP.PCAP.PP.CD,NPL,Nepal,South Asia,Lower middle income,IDA
744,2015,50288.5913949377,NY.GDP.PCAP.PP.CD,NLD,Netherlands,Europe & Central Asia,High income,Not classified
745,2016,52288.4150841353,NY.GDP.PCAP.PP.CD,NLD,Netherlands,Europe & Central Asia,High income,Not classified
746,2017,55088.6338006744,NY.GDP.PCAP.PP.CD,NLD,Netherlands,Europe & Central Asia,High income,Not classified
747,2018,57826.6284976675,NY.GDP.PCAP.PP.CD,NLD,Netherlands,Europe & Central Asia,High income,Not classified
748,2019,59004.3249664016,NY.GDP.PCAP.PP.CD,NLD,Netherlands,Europe & Central Asia,High income,Not classified
749,2020,59266.9085805339,NY.GDP.PCAP.PP.CD,NLD,Netherlands,Europe & Central Asia,High income,Not classified
750,2015,37479.6829800129,NY.GDP.PCAP.PP.CD,NZL,New Zealand,East Asia & Pacific,High income,Not classified
751,2016,39933.5744436033,NY.GDP.PCAP.PP.CD,NZL,New Zealand,East Asia & Pacific,High income,Not classified
752,2017,42218.5377148394,NY.GDP.PCAP.PP.CD,NZL,New Zealand,East Asia & Pacific,High income,Not classified
753,2018,42520.7544165013,NY.GDP.PCAP.PP.CD,NZL,New Zealand,East Asia & Pacific,High income,Not classified
754,2019,45554.809398512,NY.GDP.PCAP.PP.CD,NZL,New Zealand,East Asia & Pacific,High income,Not classified
755,2020,44657.7737248265,NY.GDP.PCAP.PP.CD,NZL,New Zealand,East Asia & Pacific,High income,Not classified
756,2015,5293.8704622429,NY.GDP.PCAP.PP.CD,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
757,2016,5694.0542874079,NY.GDP.PCAP.PP.CD,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
758,2017,6004.0285802911,NY.GDP.PCAP.PP.CD,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
759,2018,5866.5710997078,NY.GDP.PCAP.PP.CD,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
760,2019,5675.5643155309,NY.GDP.PCAP.PP.CD,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
761,2020,5573.8687287506,NY.GDP.PCAP.PP.CD,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
762,2015,1145.309401969,NY.GDP.PCAP.PP.CD,NER,Niger,Sub-Saharan Africa ,Low income,IDA
763,2016,1153.3396894933,NY.GDP.PCAP.PP.CD,NER,Niger,Sub-Saharan Africa ,Low income,IDA
764,2017,1163.2261702083,NY.GDP.PCAP.PP.CD,NER,Niger,Sub-Saharan Africa ,Low income,IDA
765,2018,1229.0800909782,NY.GDP.PCAP.PP.CD,NER,Niger,Sub-Saharan Africa ,Low income,IDA
766,2019,1276.0493854531,NY.GDP.PCAP.PP.CD,NER,Niger,Sub-Saharan Africa ,Low income,IDA
767,2020,1288.1535124372,NY.GDP.PCAP.PP.CD,NER,Niger,Sub-Saharan Africa ,Low income,IDA
768,2015,5426.3327873229,NY.GDP.PCAP.PP.CD,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
769,2016,5234.6791269107,NY.GDP.PCAP.PP.CD,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
770,2017,5190.3561266884,NY.GDP.PCAP.PP.CD,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
771,2018,5278.2313207064,NY.GDP.PCAP.PP.CD,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
772,2019,5352.2411187237,NY.GDP.PCAP.PP.CD,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
773,2020,5185.9885837261,NY.GDP.PCAP.PP.CD,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
774,2015,13888.2953901276,NY.GDP.PCAP.PP.CD,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
775,2016,15137.9958260844,NY.GDP.PCAP.PP.CD,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
776,2017,15706.4441718656,NY.GDP.PCAP.PP.CD,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
777,2018,16796.2702317993,NY.GDP.PCAP.PP.CD,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
778,2019,17546.4169226029,NY.GDP.PCAP.PP.CD,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
779,2020,16719.6900959522,NY.GDP.PCAP.PP.CD,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
780,2015,60368.9208717485,NY.GDP.PCAP.PP.CD,NOR,Norway,Europe & Central Asia,High income,Not classified
781,2016,58939.9126133093,NY.GDP.PCAP.PP.CD,NOR,Norway,Europe & Central Asia,High income,Not classified
782,2017,64050.7561654659,NY.GDP.PCAP.PP.CD,NOR,Norway,Europe & Central Asia,High income,Not classified
783,2018,69808.3294106839,NY.GDP.PCAP.PP.CD,NOR,Norway,Europe & Central Asia,High income,Not classified
784,2019,66799.1647159421,NY.GDP.PCAP.PP.CD,NOR,Norway,Europe & Central Asia,High income,Not classified
785,2020,62644.8457362642,NY.GDP.PCAP.PP.CD,NOR,Norway,Europe & Central Asia,High income,Not classified
786,2015,35803.6572063605,NY.GDP.PCAP.PP.CD,OMN,Oman,Middle East & North Africa,High income,Not classified
787,2016,33187.9546062102,NY.GDP.PCAP.PP.CD,OMN,Oman,Middle East & North Africa,High income,Not classified
788,2017,33308.4843146012,NY.GDP.PCAP.PP.CD,OMN,Oman,Middle East & North Africa,High income,Not classified
789,2018,33373.3810042941,NY.GDP.PCAP.PP.CD,OMN,Oman,Middle East & North Africa,High income,Not classified
790,2019,32604.3454423288,NY.GDP.PCAP.PP.CD,OMN,Oman,Middle East & North Africa,High income,Not classified
791,2020,31117.7577060692,NY.GDP.PCAP.PP.CD,OMN,Oman,Middle East & North Africa,High income,Not classified
792,2015,4921.8915704511,NY.GDP.PCAP.PP.CD,PAK,Pakistan,South Asia,Lower middle income,Blend
793,2016,4963.5267073361,NY.GDP.PCAP.PP.CD,PAK,Pakistan,South Asia,Lower middle income,Blend
794,2017,5091.0871639677,NY.GDP.PCAP.PP.CD,PAK,Pakistan,South Asia,Lower middle income,Blend
795,2018,5420.6957917718,NY.GDP.PCAP.PP.CD,PAK,Pakistan,South Asia,Lower middle income,Blend
796,2019,5542.2088507071,NY.GDP.PCAP.PP.CD,PAK,Pakistan,South Asia,Lower middle income,Blend
797,2020,5426.0197879011,NY.GDP.PCAP.PP.CD,PAK,Pakistan,South Asia,Lower middle income,Blend
798,2015,18011.1508656676,NY.GDP.PCAP.PP.CD,PLW,Palau,East Asia & Pacific,Upper middle income,IBRD
799,2016,18122.1265234624,NY.GDP.PCAP.PP.CD,PLW,Palau,East Asia & Pacific,Upper middle income,IBRD
800,2017,17768.4110462887,NY.GDP.PCAP.PP.CD,PLW,Palau,East Asia & Pacific,Upper middle income,IBRD
801,2018,18069.899707679,NY.GDP.PCAP.PP.CD,PLW,Palau,East Asia & Pacific,Upper middle income,IBRD
802,2019,17954.1238338581,NY.GDP.PCAP.PP.CD,PLW,Palau,East Asia & Pacific,Upper middle income,IBRD
803,2020,16318.6789479118,NY.GDP.PCAP.PP.CD,PLW,Palau,East Asia & Pacific,Upper middle income,IBRD
804,2015,25319.2166993985,NY.GDP.PCAP.PP.CD,PAN,Panama,Latin America & Caribbean ,High income,IBRD
805,2016,27828.5557094708,NY.GDP.PCAP.PP.CD,PAN,Panama,Latin America & Caribbean ,High income,IBRD
806,2017,30446.8495642244,NY.GDP.PCAP.PP.CD,PAN,Panama,Latin America & Caribbean ,High income,IBRD
807,2018,31780.5990926928,NY.GDP.PCAP.PP.CD,PAN,Panama,Latin America & Caribbean ,High income,IBRD
808,2019,32767.1869680409,NY.GDP.PCAP.PP.CD,PAN,Panama,Latin America & Caribbean ,High income,IBRD
809,2020,26780.3006033508,NY.GDP.PCAP.PP.CD,PAN,Panama,Latin America & Caribbean ,High income,IBRD
810,2015,3967.4439538546,NY.GDP.PCAP.PP.CD,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
811,2016,4143.3785052378,NY.GDP.PCAP.PP.CD,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
812,2017,4285.1094748474,NY.GDP.PCAP.PP.CD,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
813,2018,4289.6768833044,NY.GDP.PCAP.PP.CD,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
814,2019,4473.7772503761,NY.GDP.PCAP.PP.CD,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
815,2020,4285.7654748601,NY.GDP.PCAP.PP.CD,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
816,2015,11486.5231905557,NY.GDP.PCAP.PP.CD,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
817,2016,12041.7235427806,NY.GDP.PCAP.PP.CD,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
818,2017,12590.548443655,NY.GDP.PCAP.PP.CD,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
819,2018,13134.1633628682,NY.GDP.PCAP.PP.CD,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
820,2019,13147.961860876,NY.GDP.PCAP.PP.CD,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
821,2020,13034.7165447496,NY.GDP.PCAP.PP.CD,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
822,2015,11572.3207931902,NY.GDP.PCAP.PP.CD,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
823,2016,12013.3773897006,NY.GDP.PCAP.PP.CD,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
824,2017,12506.5293750586,NY.GDP.PCAP.PP.CD,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
825,2018,13086.7903530507,NY.GDP.PCAP.PP.CD,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
826,2019,13401.0066899329,NY.GDP.PCAP.PP.CD,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
827,2020,11908.0607001648,NY.GDP.PCAP.PP.CD,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
828,2015,7186.7692804636,NY.GDP.PCAP.PP.CD,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
829,2016,7703.7622752747,NY.GDP.PCAP.PP.CD,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
830,2017,8120.868793297,NY.GDP.PCAP.PP.CD,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
831,2018,8719.5879788104,NY.GDP.PCAP.PP.CD,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
832,2019,9290.9660618345,NY.GDP.PCAP.PP.CD,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
833,2020,8394.2422578488,NY.GDP.PCAP.PP.CD,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
834,2015,26862.052515029,NY.GDP.PCAP.PP.CD,POL,Poland,Europe & Central Asia,High income,IBRD
835,2016,28322.1069770901,NY.GDP.PCAP.PP.CD,POL,Poland,Europe & Central Asia,High income,IBRD
836,2017,30064.5034841771,NY.GDP.PCAP.PP.CD,POL,Poland,Europe & Central Asia,High income,IBRD
837,2018,31953.0350337072,NY.GDP.PCAP.PP.CD,POL,Poland,Europe & Central Asia,High income,IBRD
838,2019,33797.7673600747,NY.GDP.PCAP.PP.CD,POL,Poland,Europe & Central Asia,High income,IBRD
839,2020,34286.9850845384,NY.GDP.PCAP.PP.CD,POL,Poland,Europe & Central Asia,High income,IBRD
840,2015,29660.8960672526,NY.GDP.PCAP.PP.CD,PRT,Portugal,Europe & Central Asia,High income,Not classified
841,2016,31607.7542431733,NY.GDP.PCAP.PP.CD,PRT,Portugal,Europe & Central Asia,High income,Not classified
842,2017,33044.7167387479,NY.GDP.PCAP.PP.CD,PRT,Portugal,Europe & Central Asia,High income,Not classified
